282.0,8.20283687943261,398.0,12.188190954773857
0.4147058823529412,-0.041176470588235314,0.0382352941176470341354.0,12.151181683899546,2646.0,13.896258503401368
0.3385,-0.016000000000000014,0.014999999999999958
