10.0,14.099999999999984,186.0,11.22043010752685
0.05102040816326531,-0.030612244897959186,0.030612244897959176607.0,23.380889621087398,3393.0,15.802357795461184
0.15175,-0.01050000000000001,0.01125000000000001
