2.0,23.450000000000063,72.0,10.179166666666646
0.02702702702702703,-0.02702702702702703,0.04054054054054054706.0,26.00736543909356,3294.0,16.788646023072143
0.1765,-0.011499999999999982,0.01150000000000001
