1.0,18.29999999999999,137.0,9.245985401459832
0.007246376811594203,-0.007246376811594203,0.014492753623188404570.0,23.43228070175446,3430.0,14.116180758017437
0.1425,-0.011999999999999983,0.01075000000000001
