13.0,15.299999999999985,129.0,11.163565891472848
0.09154929577464789,-0.04225352112676057,0.049295774647887331039.0,27.556111645813353,2961.0,18.06241134751773
0.25975,-0.013499999999999984,0.013000000000000012
