276.0,7.745289855072453,90.0,12.13111111111108
0.7540983606557377,-0.04644808743169393,0.043715846994535572546.0,12.794697564807555,1454.0,14.823314993122432
0.6365,-0.014249999999999985,0.014500000000000068
