331.0,8.975830815709955,196.0,13.143367346938764
0.6280834914611005,-0.04174573055028463,0.04364326375711581983.0,14.228290468986351,2017.0,14.600991571641027
0.49575,-0.016500000000000015,0.015249999999999986
