14.0,14.128571428571414,300.0,10.428666666666649
0.044585987261146494,-0.019108280254777066,0.025477707006369428427.0,20.11334894613589,3573.0,13.819031626084474
0.10675,-0.009249999999999994,0.010000000000000009
