1.0,18.599999999999994,120.0,10.52916666666664
0.008264462809917356,-0.008264462809917356,0.01652892561983471370.0,29.637027027027166,3630.0,16.316942148760283
0.0925,-0.008999999999999994,0.009000000000000008
