307.0,13.041693811074904,1361.0,13.065099191770734
0.18405275779376498,-0.017985611510791366,0.017386091127098324791.0,13.780657395701644,3208.0,14.011533665835397
0.19779944986246562,-0.013253313328332073,0.01275318829707428
