486.0,14.586831275720158,1161.0,13.299741602067169
0.29508196721311475,-0.023072252580449315,0.0242865816636308461157.0,16.61961970613658,2843.0,14.111924023918382
0.28925,-0.014500000000000013,0.015249999999999986
