2.0,61.800000000000146,58.0,13.543103448275838
0.03333333333333333,-0.03333333333333333,0.049999999999999996346.0,62.322543352601244,3653.0,30.324226663016635
0.0865216304076019,-0.00925231307826957,0.008502125531382854
