300.0,7.166666666666661,154.0,11.462987012986979
0.6607929515418502,-0.04625550660792954,0.046255506607929542103.0,11.781787922016157,1897.0,13.726884554559785
0.52575,-0.015250000000000097,0.015249999999999986
